entity_id,score,label_value,race,sex,age_cat
2858,True,False,Centre i Sud Amèrica,Home,16 i 17 anys
4118,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
3846,True,False,Centre i Sud Amèrica,Home,14 i 15 anys
4668,False,False,Espanyol,Home,16 i 17 anys
2895,False,False,Espanyol,Home,16 i 17 anys
4055,False,False,Europa,Home,16 i 17 anys
2137,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
4549,False,False,Espanyol,Home,14 i 15 anys
3240,False,False,Espanyol,Home,16 i 17 anys
1194,False,False,Europa,Dona,16 i 17 anys
559,False,True,Espanyol,Dona,14 i 15 anys
563,False,False,Espanyol,Dona,14 i 15 anys
1630,False,False,Espanyol,Home,16 i 17 anys
2450,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
3012,True,False,Espanyol,Dona,16 i 17 anys
4720,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
3571,False,False,Espanyol,Home,14 i 15 anys
394,False,False,Espanyol,Home,16 i 17 anys
477,False,True,Espanyol,Home,16 i 17 anys
873,True,False,Espanyol,Home,14 i 15 anys
1379,False,True,Magrib,Home,14 i 15 anys
2298,True,True,Centre i Sud Amèrica,Home,14 i 15 anys
607,False,False,Espanyol,Home,16 i 17 anys
2689,False,False,Espanyol,Home,16 i 17 anys
4547,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
325,False,False,Espanyol,Home,16 i 17 anys
466,True,False,Espanyol,Home,16 i 17 anys
30,False,False,Espanyol,Home,16 i 17 anys
4086,False,False,Espanyol,Home,16 i 17 anys
594,False,False,Espanyol,Home,16 i 17 anys
837,False,True,Espanyol,Home,16 i 17 anys
4814,False,False,Espanyol,Home,16 i 17 anys
800,False,False,Europa,Dona,16 i 17 anys
1524,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
4759,False,True,Espanyol,Home,16 i 17 anys
2798,True,True,Espanyol,Home,16 i 17 anys
744,False,True,Espanyol,Home,16 i 17 anys
1645,False,False,Espanyol,Home,16 i 17 anys
4233,False,False,Magrib,Home,16 i 17 anys
2565,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
3806,False,False,Espanyol,Home,16 i 17 anys
1759,False,False,Espanyol,Home,14 i 15 anys
3672,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
2666,True,False,Espanyol,Dona,16 i 17 anys
960,False,False,Centre i Sud Amèrica,Dona,16 i 17 anys
2357,False,False,Magrib,Home,16 i 17 anys
1933,False,False,Espanyol,Home,14 i 15 anys
2287,False,False,Magrib,Home,14 i 15 anys
1740,False,False,Espanyol,Home,16 i 17 anys
4792,False,False,Espanyol,Dona,16 i 17 anys
2315,False,False,Europa,Home,16 i 17 anys
547,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
3755,True,False,Espanyol,Home,16 i 17 anys
3030,False,False,Europa,Home,14 i 15 anys
4835,False,False,Espanyol,Dona,16 i 17 anys
608,False,False,Espanyol,Home,16 i 17 anys
1009,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
464,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
4576,True,True,Espanyol,Home,14 i 15 anys
2033,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
2701,False,False,Espanyol,Home,14 i 15 anys
2103,True,False,Espanyol,Home,16 i 17 anys
3357,False,False,Espanyol,Home,14 i 15 anys
3744,False,False,Espanyol,Home,16 i 17 anys
4270,False,True,Espanyol,Home,14 i 15 anys
2004,False,False,Espanyol,Home,16 i 17 anys
714,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
1278,True,False,Espanyol,Home,16 i 17 anys
2184,False,False,Espanyol,Home,16 i 17 anys
4580,False,False,Espanyol,Home,16 i 17 anys
1248,False,False,Espanyol,Home,16 i 17 anys
1997,False,False,Magrib,Home,16 i 17 anys
3167,False,False,Espanyol,Home,16 i 17 anys
4179,False,False,Espanyol,Home,16 i 17 anys
2634,False,False,Centre i Sud Amèrica,Dona,16 i 17 anys
2556,False,False,Espanyol,Home,14 i 15 anys
2435,False,False,Espanyol,Home,16 i 17 anys
1715,False,False,Espanyol,Home,16 i 17 anys
2938,False,False,Espanyol,Home,16 i 17 anys
1183,False,False,Espanyol,Dona,16 i 17 anys
4640,True,False,Espanyol,Home,16 i 17 anys
1797,False,False,Espanyol,Dona,14 i 15 anys
3685,False,True,Espanyol,Dona,16 i 17 anys
2700,False,False,Magrib,Home,14 i 15 anys
3365,False,False,Espanyol,Dona,16 i 17 anys
1684,False,False,Espanyol,Home,14 i 15 anys
818,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
2959,False,False,Magrib,Home,16 i 17 anys
1350,False,False,Espanyol,Home,16 i 17 anys
75,False,False,Espanyol,Home,14 i 15 anys
1692,False,False,Espanyol,Home,16 i 17 anys
2428,False,False,Espanyol,Dona,14 i 15 anys
525,False,False,Magrib,Home,16 i 17 anys
1763,False,False,Espanyol,Home,16 i 17 anys
1110,False,False,Espanyol,Home,16 i 17 anys
3153,False,False,Espanyol,Home,16 i 17 anys
3608,False,False,Magrib,Home,16 i 17 anys
1960,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
90,True,False,Espanyol,Home,16 i 17 anys
4346,True,True,Espanyol,Home,16 i 17 anys
314,False,False,Espanyol,Home,16 i 17 anys
4407,False,False,Espanyol,Home,16 i 17 anys
362,False,False,Espanyol,Home,16 i 17 anys
405,True,False,Espanyol,Home,14 i 15 anys
1156,False,False,Espanyol,Dona,14 i 15 anys
4336,False,False,Espanyol,Home,16 i 17 anys
1544,False,True,Espanyol,Home,16 i 17 anys
4418,False,False,Espanyol,Home,16 i 17 anys
3895,False,False,Espanyol,Home,16 i 17 anys
636,False,False,Magrib,Home,16 i 17 anys
4829,False,False,Espanyol,Home,16 i 17 anys
1412,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
4625,False,False,Espanyol,Home,16 i 17 anys
637,False,False,Espanyol,Home,14 i 15 anys
4598,False,False,Espanyol,Dona,16 i 17 anys
1104,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
1758,False,False,Espanyol,Home,16 i 17 anys
3840,False,False,Espanyol,Home,16 i 17 anys
3618,False,False,Espanyol,Home,16 i 17 anys
2246,False,False,Espanyol,Home,14 i 15 anys
3160,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
3262,False,False,Espanyol,Home,14 i 15 anys
976,False,False,Espanyol,Dona,14 i 15 anys
3757,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
2841,False,False,Espanyol,Home,16 i 17 anys
567,False,False,Espanyol,Home,16 i 17 anys
3226,False,False,Espanyol,Home,16 i 17 anys
1862,False,False,Espanyol,Dona,16 i 17 anys
1751,False,False,Europa,Home,16 i 17 anys
2175,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
1603,False,False,Magrib,Home,16 i 17 anys
89,False,False,Magrib,Home,14 i 15 anys
114,False,True,Espanyol,Home,16 i 17 anys
2574,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
3312,True,False,Centre i Sud Amèrica,Home,16 i 17 anys
1888,False,False,Espanyol,Dona,14 i 15 anys
4502,False,False,Espanyol,Home,16 i 17 anys
2335,False,False,Magrib,Home,16 i 17 anys
3385,False,False,Espanyol,Home,16 i 17 anys
3604,False,False,Espanyol,Home,16 i 17 anys
229,True,False,Espanyol,Home,14 i 15 anys
4597,True,False,Espanyol,Home,14 i 15 anys
2013,False,True,Europa,Home,14 i 15 anys
602,False,False,Espanyol,Home,16 i 17 anys
4053,False,False,Espanyol,Dona,16 i 17 anys
4356,False,False,Espanyol,Dona,16 i 17 anys
1747,False,True,Magrib,Home,16 i 17 anys
4463,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
2912,False,False,Espanyol,Home,14 i 15 anys
4024,False,False,Espanyol,Home,14 i 15 anys
4629,False,False,Espanyol,Dona,16 i 17 anys
4602,False,False,Magrib,Home,16 i 17 anys
1669,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
508,False,False,Espanyol,Home,16 i 17 anys
1411,False,False,Magrib,Home,14 i 15 anys
3189,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
3713,False,False,Espanyol,Home,16 i 17 anys
1479,False,False,Espanyol,Dona,16 i 17 anys
4451,False,False,Magrib,Home,16 i 17 anys
3489,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
3336,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
4417,False,False,Magrib,Home,16 i 17 anys
1430,False,False,Espanyol,Home,14 i 15 anys
2933,False,False,Espanyol,Home,14 i 15 anys
1182,False,False,Espanyol,Dona,14 i 15 anys
2126,False,False,Altres,Home,14 i 15 anys
1687,False,False,Espanyol,Home,16 i 17 anys
4663,False,False,Espanyol,Home,16 i 17 anys
105,False,False,Espanyol,Home,16 i 17 anys
4334,False,False,Espanyol,Dona,16 i 17 anys
1502,False,False,Espanyol,Dona,14 i 15 anys
4664,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
128,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
2902,False,False,Espanyol,Home,16 i 17 anys
4805,False,False,Espanyol,Home,16 i 17 anys
2462,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
2906,False,True,Magrib,Home,16 i 17 anys
1119,False,False,Espanyol,Dona,16 i 17 anys
2983,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
939,False,True,Espanyol,Home,16 i 17 anys
1195,False,False,Europa,Dona,14 i 15 anys
616,False,False,Espanyol,Home,16 i 17 anys
2808,False,False,Espanyol,Home,16 i 17 anys
3899,False,False,Espanyol,Home,16 i 17 anys
4644,False,False,Espanyol,Home,16 i 17 anys
2017,False,True,Espanyol,Home,16 i 17 anys
1595,False,False,Espanyol,Home,16 i 17 anys
4490,False,False,Espanyol,Home,16 i 17 anys
4249,False,False,Centre i Sud Amèrica,Dona,16 i 17 anys
2399,False,False,Espanyol,Home,16 i 17 anys
1801,False,False,Centre i Sud Amèrica,Dona,16 i 17 anys
3497,False,True,Espanyol,Home,
4783,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
2006,False,False,Espanyol,Home,16 i 17 anys
2802,False,False,Espanyol,Home,16 i 17 anys
1226,False,False,Espanyol,Dona,16 i 17 anys
368,False,False,Europa,Home,16 i 17 anys
4705,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
1677,False,False,Centre i Sud Amèrica,Dona,16 i 17 anys
258,False,False,Espanyol,Home,16 i 17 anys
2049,False,False,Espanyol,Home,16 i 17 anys
4012,False,False,Espanyol,Home,14 i 15 anys
169,False,False,Espanyol,Dona,14 i 15 anys
445,False,False,Espanyol,Home,16 i 17 anys
510,False,False,Espanyol,Home,14 i 15 anys
896,False,False,Espanyol,Home,14 i 15 anys
2474,False,False,Espanyol,Dona,16 i 17 anys
3067,False,False,Espanyol,Home,14 i 15 anys
2643,False,False,Magrib,Home,14 i 15 anys
197,False,True,Espanyol,Home,16 i 17 anys
806,False,False,Espanyol,Home,14 i 15 anys
3646,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
2884,False,False,Espanyol,Home,16 i 17 anys
902,False,False,Espanyol,Home,16 i 17 anys
4301,False,False,Espanyol,Home,16 i 17 anys
4788,False,False,Espanyol,Home,16 i 17 anys
2484,False,False,Espanyol,Home,16 i 17 anys
807,False,False,Espanyol,Home,14 i 15 anys
4259,False,False,Magrib,Home,16 i 17 anys
2367,True,False,Espanyol,Home,16 i 17 anys
4811,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
4352,True,True,Espanyol,Home,14 i 15 anys
3425,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
3795,True,True,Centre i Sud Amèrica,Home,16 i 17 anys
4559,True,True,Magrib,Home,14 i 15 anys
521,False,True,Espanyol,Home,14 i 15 anys
4643,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
3481,False,True,Espanyol,Home,16 i 17 anys
80,True,True,Magrib,Home,14 i 15 anys
4807,True,True,Espanyol,Home,16 i 17 anys
4700,False,True,Espanyol,Home,16 i 17 anys
663,True,True,Espanyol,Home,14 i 15 anys
3140,True,True,Espanyol,Home,14 i 15 anys
1011,False,True,Espanyol,Home,14 i 15 anys
1083,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
2523,False,True,Espanyol,Home,14 i 15 anys
4772,False,True,Espanyol,Dona,14 i 15 anys
1772,False,True,Espanyol,Home,16 i 17 anys
1388,False,True,Altres,Home,16 i 17 anys
3236,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
274,False,True,Espanyol,Home,14 i 15 anys
2293,False,True,Espanyol,Home,14 i 15 anys
22,False,True,Europa,Home,14 i 15 anys
2130,False,True,Espanyol,Home,14 i 15 anys
2530,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
2001,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
4493,False,True,Espanyol,Home,16 i 17 anys
1123,False,True,Espanyol,Home,16 i 17 anys
1608,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
2153,False,True,Espanyol,Home,16 i 17 anys
4823,False,True,Espanyol,Home,16 i 17 anys
4188,False,True,Espanyol,Dona,14 i 15 anys
1969,False,True,Centre i Sud Amèrica,Home,14 i 15 anys
4828,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
1410,False,True,Espanyol,Home,14 i 15 anys
3444,False,True,Espanyol,Home,14 i 15 anys
4070,False,True,Centre i Sud Amèrica,Home,16 i 17 anys
1653,False,True,Centre i Sud Amèrica,Home,14 i 15 anys
1233,False,True,Espanyol,Home,14 i 15 anys
906,False,True,Magrib,Home,16 i 17 anys
2788,False,True,Espanyol,Home,14 i 15 anys
3144,True,False,Espanyol,Home,16 i 17 anys
3165,False,False,Espanyol,Home,16 i 17 anys
499,True,False,Espanyol,Home,16 i 17 anys
4028,False,False,Espanyol,Home,16 i 17 anys
4744,True,False,Espanyol,Dona,16 i 17 anys
2249,True,False,Espanyol,Dona,14 i 15 anys
693,False,False,Espanyol,Home,16 i 17 anys
3652,True,False,Espanyol,Home,14 i 15 anys
707,True,True,Espanyol,Home,14 i 15 anys
331,False,False,Altres,Home,14 i 15 anys
1120,True,False,Espanyol,Home,16 i 17 anys
2608,False,False,Espanyol,Home,16 i 17 anys
164,False,False,Espanyol,Home,16 i 17 anys
421,False,False,Espanyol,Home,
2709,False,False,Espanyol,Home,14 i 15 anys
3860,True,False,Espanyol,Home,16 i 17 anys
2380,False,False,Espanyol,Home,
2278,True,False,Altres,Home,16 i 17 anys
3552,True,False,Espanyol,Home,16 i 17 anys
4429,True,False,Espanyol,Dona,14 i 15 anys
4432,True,False,Espanyol,Dona,14 i 15 anys
239,False,False,Europa,Home,16 i 17 anys
2083,True,False,Magrib,Home,16 i 17 anys
1435,False,False,Espanyol,Home,14 i 15 anys
4620,False,False,Espanyol,Home,16 i 17 anys
4330,True,False,Centre i Sud Amèrica,Home,16 i 17 anys
3047,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
4760,False,False,Espanyol,Home,14 i 15 anys
3822,True,False,Espanyol,Home,16 i 17 anys
2812,False,False,Espanyol,Home,16 i 17 anys
4555,False,False,Espanyol,Home,16 i 17 anys
2810,False,False,Espanyol,Home,16 i 17 anys
2809,True,False,Espanyol,Home,16 i 17 anys
1574,True,False,Espanyol,Home,16 i 17 anys
4013,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
4773,False,False,Espanyol,Home,14 i 15 anys
202,False,False,Espanyol,Home,14 i 15 anys
1854,False,False,Espanyol,Home,14 i 15 anys
4710,False,False,Espanyol,Home,14 i 15 anys
1418,False,False,Centre i Sud Amèrica,Home,
1053,False,False,Espanyol,Home,14 i 15 anys
3080,False,False,Espanyol,Dona,16 i 17 anys
2600,False,False,Magrib,Home,16 i 17 anys
3872,False,False,Espanyol,Home,16 i 17 anys
310,False,False,Espanyol,Home,14 i 15 anys
2112,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
4322,False,False,Espanyol,Home,16 i 17 anys
1148,False,False,Espanyol,Home,16 i 17 anys
168,False,False,Espanyol,Home,16 i 17 anys
1771,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
1526,False,False,Espanyol,Home,16 i 17 anys
747,False,False,Magrib,Home,16 i 17 anys
2853,False,False,Centre i Sud Amèrica,Dona,14 i 15 anys
400,False,False,Espanyol,Home,16 i 17 anys
1983,False,False,Espanyol,Dona,16 i 17 anys
1690,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
4809,False,False,Altres,Home,16 i 17 anys
1298,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
952,True,False,Espanyol,Home,14 i 15 anys
3086,True,False,Espanyol,Home,16 i 17 anys
2384,False,False,Espanyol,Home,16 i 17 anys
195,False,False,Espanyol,Home,16 i 17 anys
2358,False,False,Espanyol,Home,16 i 17 anys
4500,False,False,Espanyol,Home,16 i 17 anys
1378,False,False,Espanyol,Home,16 i 17 anys
2353,False,False,Espanyol,Home,14 i 15 anys
1745,False,False,Espanyol,Home,14 i 15 anys
375,False,False,Espanyol,Home,16 i 17 anys
4240,False,False,Espanyol,Dona,14 i 15 anys
2475,False,False,Centre i Sud Amèrica,Dona,14 i 15 anys
97,False,False,Espanyol,Dona,14 i 15 anys
1600,False,False,Espanyol,Home,16 i 17 anys
4600,False,False,Espanyol,Home,16 i 17 anys
729,True,False,Espanyol,Home,16 i 17 anys
2047,False,False,Espanyol,Home,16 i 17 anys
2510,False,False,Espanyol,Home,16 i 17 anys
512,False,False,Espanyol,Home,16 i 17 anys
4375,False,False,Espanyol,Home,14 i 15 anys
2479,False,False,Espanyol,Home,14 i 15 anys
4755,False,False,Espanyol,Home,16 i 17 anys
54,False,False,Espanyol,Home,16 i 17 anys
2087,False,False,Espanyol,Dona,16 i 17 anys
1429,False,False,Europa,Dona,16 i 17 anys
2369,False,False,Europa,Dona,16 i 17 anys
825,False,False,Espanyol,Home,14 i 15 anys
196,False,False,Espanyol,Home,
3430,False,False,Espanyol,Home,16 i 17 anys
4194,False,False,Espanyol,Home,16 i 17 anys
3196,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
4724,True,False,Espanyol,Home,16 i 17 anys
913,False,False,Espanyol,Home,14 i 15 anys
265,False,False,Europa,Home,16 i 17 anys
158,False,False,Magrib,Home,16 i 17 anys
3292,False,False,Espanyol,Home,14 i 15 anys
1774,False,False,Espanyol,Home,14 i 15 anys
428,False,False,Espanyol,Dona,14 i 15 anys
1663,False,False,Espanyol,Dona,14 i 15 anys
3062,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
2688,False,False,Espanyol,Home,16 i 17 anys
2803,False,False,Espanyol,Home,16 i 17 anys
3286,False,False,Espanyol,Home,16 i 17 anys
4748,False,False,Espanyol,Home,16 i 17 anys
1363,False,False,Espanyol,Home,16 i 17 anys
1306,False,False,Espanyol,Home,16 i 17 anys
3156,False,False,Espanyol,Dona,16 i 17 anys
4679,False,False,Magrib,Home,16 i 17 anys
953,False,False,Centre i Sud Amèrica,Dona,16 i 17 anys
3354,False,False,Espanyol,Home,16 i 17 anys
3661,False,False,Espanyol,Dona,16 i 17 anys
1622,False,False,Espanyol,Dona,16 i 17 anys
1604,False,False,Europa,Home,16 i 17 anys
2223,False,False,Altres,Home,16 i 17 anys
4745,False,False,Espanyol,Dona,14 i 15 anys
4763,False,False,Espanyol,Dona,14 i 15 anys
1987,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
1236,False,True,Espanyol,Home,16 i 17 anys
2117,False,False,Espanyol,Home,16 i 17 anys
2295,False,False,Espanyol,Dona,16 i 17 anys
3582,False,False,Magrib,Home,16 i 17 anys
2708,False,False,Espanyol,Home,14 i 15 anys
4437,False,False,Espanyol,Dona,16 i 17 anys
3275,False,False,Magrib,Home,16 i 17 anys
4366,False,False,Espanyol,Home,14 i 15 anys
799,False,False,Europa,Home,14 i 15 anys
2024,False,False,Espanyol,Home,14 i 15 anys
201,False,False,Espanyol,Home,14 i 15 anys
3836,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
3007,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
2212,False,False,Altres,Home,16 i 17 anys
2206,False,False,Altres,Home,16 i 17 anys
4224,False,False,Espanyol,Home,14 i 15 anys
2931,False,False,Espanyol,Home,14 i 15 anys
4223,False,False,Espanyol,Home,16 i 17 anys
1337,False,False,Espanyol,Dona,16 i 17 anys
2121,False,False,Altres,Home,16 i 17 anys
2124,False,False,Altres,Home,16 i 17 anys
4681,False,False,Espanyol,Home,14 i 15 anys
2157,False,False,Espanyol,Home,14 i 15 anys
1122,False,False,Espanyol,Dona,14 i 15 anys
1577,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
149,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
2127,False,False,Europa,Home,16 i 17 anys
2738,False,False,Magrib,Home,16 i 17 anys
1790,False,False,Centre i Sud Amèrica,Home,16 i 17 anys
4021,True,False,Espanyol,Home,14 i 15 anys
176,False,False,Espanyol,Home,14 i 15 anys
4487,False,False,Espanyol,Home,14 i 15 anys
3122,False,False,Espanyol,Home,16 i 17 anys
764,False,False,Espanyol,Home,16 i 17 anys
3636,False,False,Espanyol,Home,16 i 17 anys
3277,False,False,Espanyol,Home,16 i 17 anys
926,False,False,Espanyol,Home,16 i 17 anys
1651,False,False,Magrib,Home,16 i 17 anys
871,False,False,Espanyol,Home,14 i 15 anys
4769,False,True,Espanyol,Dona,14 i 15 anys
4357,False,False,Centre i Sud Amèrica,Dona,16 i 17 anys
1889,False,False,Espanyol,Home,16 i 17 anys
966,False,False,Espanyol,Home,16 i 17 anys
875,False,False,Europa,Home,14 i 15 anys
3547,False,False,Altres,Home,14 i 15 anys
985,False,False,Centre i Sud Amèrica,Home,14 i 15 anys
2305,False,False,Espanyol,Home,16 i 17 anys
4231,False,False,Espanyol,Home,16 i 17 anys
